Combined_Key,Cases_per_Cap,Deaths_per_Cap,Unemployment_Rate_Jan2020,Unemployment_Rate_Oct2020,9-Month Difference
"Mecklenburg, North Carolina, US",0.047220891,0.000437697,3.7,6.7,3
"Dimmit, Texas, US",0.04721454,0.000987752,2.8,5.9,3.1
"Cobb, Georgia, US",0.047196507,0.000706448,3,3.9,0.9
"Lake, Minnesota, US",0.047176017,0.001033737,4.8,3.2,-1.6
"Accomack, Virginia, US",0.047159302,0.000649833,4.8,4.8,0
"Boone, Kentucky, US",0.047139938,0.000262013,3.8,5.8,2
"Garland, Arkansas, US",0.047109251,0.001318093,4.1,7.5,3.4
"Brantley, Georgia, US",0.047098226,0.000994296,4.1,3.8,-0.3
"Douglas, Georgia, US",0.047094839,0.000696993,3.5,5.2,1.7
"Oldham, Kentucky, US",0.047081543,0.000613782,3.4,4.8,1.4
"Crook, Wyoming, US",0.047072785,0.000791139,3.1,3.5,0.4
"Walker, Georgia, US",0.047060679,0.000802741,3.3,2.8,-0.5
"Cuyahoga, Ohio, US",0.047005357,0.000672835,4.7,6.6,1.9
"Roanoke City, Virginia, US",0.046992728,0.000817002,3.4,6.5,3.1
"Somerset, Pennsylvania, US",0.046986262,0.00051738,7.1,6.4,-0.7
"Pike, Arkansas, US",0.046930397,0.000559806,4.7,5.6,0.9
"Park, Montana, US",0.046910755,0.000240877,4.5,4.4,-0.1
"Martin, North Carolina, US",0.04688057,0.000935829,5.1,6.4,1.3
"Hardin, Ohio, US",0.046867527,0.00095648,5.3,4.5,-0.8
"Hardin, Illinois, US",0.046846375,0.001046846,6.7,5,-1.7
"Orange, Florida, US",0.046826873,0.000488714,2.9,8.5,5.6
"Platte, Wyoming, US",0.046824735,0.000953175,4.6,3.8,-0.8
"New Haven, Connecticut, US",0.046809795,0.001630873,4.6,6.1,1.5
"Marshall, South Dakota, US",0.046808511,0.000607903,5,3.3,-1.7
"Madison, Alabama, US",0.046804985,0.000437104,2.7,4.4,1.7
"Brazoria, Texas, US",0.046787829,0.000566445,4.7,7.8,3.1
"Terrebonne, Louisiana, US",0.046785743,0.001294575,5.5,8.6,3.1
"Shannon, Missouri, US",0.046779329,0.001102131,6.7,4.2,-2.5
"Ionia, Michigan, US",0.046771875,0.000587353,3.7,3.5,-0.2
"Randolph, North Carolina, US",0.04673307,0.000723896,4,5.9,1.9
"Gilchrist, Florida, US",0.046711872,0.00107631,3.4,4.2,0.8
"Scott, Virginia, US",0.04669387,0.001112863,3.7,3.9,0.2
"Motley, Texas, US",0.046666667,0.001666667,3.8,4.3,0.5
"Rio Arriba, New Mexico, US",0.046658616,0.000796485,5.6,7.7,2.1
"Smyth, Virginia, US",0.04663832,0.001262291,4.3,4.8,0.5
"Orleans, Louisiana, US",0.046595616,0.00168143,5.5,15.2,9.7
"Warren, Indiana, US",0.046581972,0.000725953,3.3,3.4,0.1
"Jefferson, Iowa, US",0.046570101,0.000874556,2.9,3.4,0.5
"Sandoval, New Mexico, US",0.046542372,0.000708698,4.8,7.8,3
"Lincoln, Georgia, US",0.04645878,0.001388714,4.5,3.8,-0.7
"Daviess, Kentucky, US",0.046458019,0.000581218,4.4,6.3,1.9
"Marion, Kansas, US",0.046449007,8.41E-05,2.8,3.6,0.8
"Atascosa, Texas, US",0.046448889,0.000997009,3.8,8,4.2
"Warren, Georgia, US",0.046440807,0.001522649,4.2,4.3,0.1
"Queens, New York, US",0.046439483,0.003291689,3.1,13.1,10
"Cheyenne, Colorado, US",0.04642272,0.001638449,1.6,2.2,0.6
"Hancock, West Virginia, US",0.046407497,0.000555363,5.6,6.7,1.1
"LaGrange, Indiana, US",0.046397738,0.001009744,2.7,3.3,0.6
"Rockwall, Texas, US",0.046389935,0.000400324,3.1,5,1.9
"Huron, Ohio, US",0.046356366,0.000617856,8.7,4.9,-3.8
"White, Arkansas, US",0.046334743,0.000825365,5.4,5.5,0.1
"Crawford, Indiana, US",0.046326936,0.000567269,6.1,4.4,-1.7
"Cherokee, Alabama, US",0.046304779,0.00091617,3.4,3.4,0
"Garden, Nebraska, US",0.046271094,0,3.7,2,-1.7
"Ross, Ohio, US",0.04626562,0.000860877,5.8,4.7,-1.1
"Medina, Texas, US",0.046254653,0.00102745,3.3,5.7,2.4
"Ouachita, Arkansas, US",0.046232144,0.000727055,5.7,5.2,-0.5
"Greene, Georgia, US",0.046223532,0.001528051,4,4.1,0.1
"Ripley, Missouri, US",0.046207104,0.000602047,5.5,4.8,-0.7
"Scott, Arkansas, US",0.046201731,0.000389067,4,4.3,0.3
"Calhoun, South Carolina, US",0.046176046,0.001305573,3.5,4.3,0.8
"Wayne, Missouri, US",0.04614309,0.000310728,5.3,3.9,-1.4
"Peach, Georgia, US",0.046141001,0.001052784,3.9,5.3,1.4
"Baker, Georgia, US",0.046082949,0.001974984,4.2,4.2,0
"Limestone, Texas, US",0.046080983,0.000853352,4.2,6.9,2.7
"Creek, Oklahoma, US",0.046069741,0.000768994,3.7,6.9,3.2
"Douglas, Kansas, US",0.046066138,0.000245381,3.2,5.1,1.9
"Ottawa, Ohio, US",0.045996299,0.000789636,9,5,-4
"Colusa, California, US",0.045992482,0.000371281,19.2,9.3,-9.9
"Crawford, Pennsylvania, US",0.045965331,0.000543549,6,6.5,0.5
"Garrard, Kentucky, US",0.045963999,0.000226424,5.4,6.6,1.2
"Fannin, Georgia, US",0.04593707,0.001451046,3.4,2.4,-1
"Oldham, Texas, US",0.04592803,0.00094697,3.2,3.8,0.6
"Monroe, Georgia, US",0.045906157,0.002211908,3.3,3.5,0.2
"Lumpkin, Georgia, US",0.045879203,0.000595061,3,2.7,-0.3
"Clarendon, South Carolina, US",0.045873463,0.002133649,4.1,4.7,0.6
"Abbeville, South Carolina, US",0.045867819,0.000937742,3.6,4.2,0.6
"Barry, Missouri, US",0.045852077,0.000950013,5.1,3.9,-1.2
"Henry, Georgia, US",0.045826032,0.000622439,3.5,5.2,1.7
"Montgomery, Virginia, US",0.045821282,0.00030446,3,3.4,0.4
"Milam, Texas, US",0.045804294,0.000402852,4.9,6.5,1.6
"Parker, Texas, US",0.045787315,0.000552919,3.1,5.3,2.2
"Oregon, Missouri, US",0.045778327,0.000284927,5.7,4.5,-1.2
"Lonoke, Arkansas, US",0.045765186,0.000900299,3.6,5.3,1.7
"Staunton, Virginia, US",0.045764479,0.000842291,2.9,4.5,1.6
"Lincoln, Montana, US",0.045745746,0.00045045,10.3,6.4,-3.9
"Montgomery, Arkansas, US",0.045737814,0.001446695,6.1,6.2,0.1
"Middlesex, New Jersey, US",0.045718988,0.001887131,3.7,7.2,3.5
"Lamar, Georgia, US",0.045657074,0.001520155,4,4.3,0.3
"Burleson, Texas, US",0.045654178,0.000704874,3.6,5.6,2
"Lake, Colorado, US",0.045650301,0,2,6.7,4.7
"Monroe, Michigan, US",0.045627907,0.000797342,4.3,4.7,0.4
"Lincoln, Kentucky, US",0.04562304,0.000814697,5.5,9,3.5
"Pulaski, Georgia, US",0.04561372,0.002693724,3.8,3.6,-0.2
"Stanton, Nebraska, US",0.045608108,0.000675676,3,2.9,-0.1
"Sumter, South Carolina, US",0.045604895,0.001021355,3.5,4.7,1.2
"Lake, Ohio, US",0.045579168,0.000421466,4.5,4.7,0.2
"Conway, Arkansas, US",0.045572292,0.000479708,5,5.3,0.3
"Chemung, New York, US",0.045568923,0.000934624,5,6.5,1.5
"Prince William, Virginia, US",0.045565395,0.000518779,2.7,5.5,2.8
"Alleghany, North Carolina, US",0.045523929,8.98E-05,5.6,5.5,-0.1
"Jewell, Kansas, US",0.04550191,0.000694686,2.7,2.2,-0.5
"Livingston, Kentucky, US",0.045464433,0.000435066,6.5,8.2,1.7
"Lee, Florida, US",0.045460739,0.000807187,3.1,5.5,2.4
"Jasper, Georgia, US",0.045432168,0.000492299,3.1,3.4,0.3
"Geary, Kansas, US",0.045405747,0.000221029,4.7,5.9,1.2
"Lexington, South Carolina, US",0.045395816,0.000830126,2.3,3,0.7
"Fairbanks North Star,Alaska,US",0.045390247,0.000196182,5.9,4.3,-1.6
"Clermont, Ohio, US",0.045371752,0.000285814,4.6,4.2,-0.4
"Texas, Missouri, US",0.045357902,0.000433105,5.5,3.8,-1.7
"Pershing, Nevada, US",0.04535316,0.000148699,4,3.9,-0.1
"Wise, Texas, US",0.045338935,0.000828761,3.5,5.7,2.2
"Monroe, Alabama, US",0.045290117,0.000482323,5.4,7.3,1.9
"Granite, Montana, US",0.045279669,0.000591891,8.4,4.4,-4
"Coweta, Georgia, US",0.045256516,0.000518487,2.9,3.9,1
"Hampden, Massachusetts, US",0.045255719,0.002088462,4.5,8.2,3.7
"Trumbull, Ohio, US",0.04522311,0.000924364,7.5,6.6,-0.9
"Hillsborough, Florida, US",0.045210222,0.000676645,3,5.7,2.7
"Real, Texas, US",0.045191194,0.002896871,4.4,6.7,2.3
"Cherokee, South Carolina, US",0.045183246,0.001256545,3.3,5.2,1.9
"Todd, Kentucky, US",0.045143973,0.001057426,4.6,4.6,0
"Yuma, Colorado, US",0.045114283,0.000399241,1.9,2.4,0.5
"Aiken, South Carolina, US",0.045039562,0.000649609,3,3.2,0.2
"Wood, West Virginia, US",0.045032209,0.000347231,5.7,5.8,0.1
"Fulton, Georgia, US",0.045025222,0.000706809,3.4,5.7,2.3
"Scioto, Ohio, US",0.045024829,0.000438166,8.2,5.4,-2.8
"Johnson, Kentucky, US",0.045024337,0.000495763,7.6,10.4,2.8
"Mercer, Kentucky, US",0.045000684,0.00027356,5.2,7.3,2.1
"Johnston, North Carolina, US",0.044965343,0.000425148,3.7,5.3,1.6
"Mercer, New Jersey, US",0.044947337,0.001872466,3.9,6.2,2.3
"Gallia, Ohio, US",0.044919393,0.000501706,7.6,4.6,-3
"Spencer, Kentucky, US",0.04490724,0.000103354,3.8,5.2,1.4
"Franklin, Pennsylvania, US",0.044901856,0.00105143,4.4,5.8,1.4
"Teton, Montana, US",0.044899951,0.000488043,5,3.1,-1.9
"Vernon, Wisconsin, US",0.044870547,0.000616443,5,3.7,-1.3
"Hot Springs, Wyoming, US",0.044867437,0.000226603,4.3,4.3,0
"Grady, Georgia, US",0.044858523,0.00129907,3.4,3.2,-0.2
"Berrien, Georgia, US",0.044852297,0.001546631,4.6,3.4,-1.2
"Jefferson, Colorado, US",0.044806744,0.000981332,2.6,5.9,3.3
"Cass, Missouri, US",0.044800529,0.000415958,4,3.4,-0.6
"Fresno, California, US",0.044766245,0.000557501,8.1,9.3,1.2
"Kent, Rhode Island, US",0.044688725,0.000931269,3.8,5.5,1.7
"Carter, Oklahoma, US",0.044688325,0.000332564,3.6,6.8,3.2
"Shelby, Missouri, US",0.044688027,0.000168634,4.5,2.4,-2.1
"Harris, Texas, US",0.044631338,0.000670864,4.1,7.9,3.8
"Bullitt, Kentucky, US",0.044566335,0.000306087,4.3,5.9,1.6
"Forsyth, North Carolina, US",0.044559829,0.000494383,3.9,6.3,2.4
"Worth, Georgia, US",0.04454981,0.001975601,3.7,4.2,0.5
"Walla Walla, Washington, US",0.044519421,0.000460829,5.3,4.5,-0.8
"Logan, Ohio, US",0.04451305,0.0004598,4.7,4,-0.7
"Marshall, Illinois, US",0.044500787,0.000611995,5.3,4.4,-0.9
"Fillmore,Minnesota,US",0.044477144,0,4.8,2.8,-2
"Berks, Pennsylvania, US",0.044471987,0.001184812,5,6.7,1.7
"Fayette, Texas, US",0.04446461,0.001183619,2.8,4.5,1.7
"Stark, Ohio, US",0.044456917,0.000693459,5.8,5.1,-0.7
"Yancey, North Carolina, US",0.044440755,0.000221374,4.4,5.3,0.9
"Wayne, Michigan, US",0.044440684,0.001972741,5.1,8.2,3.1
"Oakland, Michigan, US",0.044438383,0.001184812,3.3,4.8,1.5
"Lafayette, Arkansas, US",0.044384058,0.000603865,5.5,8.1,2.6
"Putnam, West Virginia, US",0.044375554,0.00088574,4.6,4.7,0.1
"Knott, Kentucky, US",0.044373902,0.000607862,8,10.4,2.4
"Stone, Missouri, US",0.044347772,0.000625939,10.6,4.4,-6.2
"Telfair, Georgia, US",0.044325347,0.002143758,9.7,7.3,-2.4
"Clinton, Ohio, US",0.044319482,0.00071483,5.9,5.2,-0.7
"York, South Carolina, US",0.044316479,0.000558761,2.8,4.1,1.3
"Bergen, New Jersey, US",0.044213593,0.002376094,3.5,7.8,4.3
"Chesterfield, South Carolina, US",0.044205915,0.001248631,3.1,4.2,1.1
"Walton, Georgia, US",0.044199888,0.000898587,3.1,3.5,0.4
"Floyd, Kentucky, US",0.044170952,0.000252887,7.9,11.1,3.2
"Lake, Montana, US",0.04415917,0.000525314,5.8,4.5,-1.3
"Colleton, South Carolina, US",0.044138334,0.001353611,3.2,4.5,1.3
"Monterey, California, US",0.044127438,0.000364004,9.7,7.8,-1.9
"Ravalli, Montana, US",0.044126375,0.000342419,5.2,4.2,-1
"Baca, Colorado, US",0.044121754,0,2,1.7,-0.3
"Hart, Georgia, US",0.044075558,0.00118298,4.1,3.8,-0.3
"Oglethorpe, Georgia, US",0.044039583,0.000917491,3.3,3.1,-0.2
"Ocean, New Jersey, US",0.044027695,0.00201421,4.8,7,2.2
"Cabell, West Virginia, US",0.044015444,0.000815705,4.1,5.4,1.3
"Mason, Kentucky, US",0.043995313,0.000292912,6.5,7.9,1.4
"Delaware, Pennsylvania, US",0.043964944,0.001512139,4.4,7.1,2.7
"Barry, Michigan, US",0.043931763,0.000406174,3.6,3.4,-0.2
"Washington, Virginia, US",0.043896539,0.0006885,3.7,4,0.3
"Franklin, Indiana, US",0.043808771,0.001230337,3.9,3.6,-0.3
"Putnam, Florida, US",0.043799734,0.00083198,4.6,7.2,2.6
"Henry, Virginia, US",0.043772376,0.000890084,3.9,6.1,2.2
"Russell, Virginia, US",0.043744828,0.000413752,5.2,4.9,-0.3
"Hamilton, Texas, US",0.043730056,0.001418272,3.1,4.5,1.4
"St. Bernard, Louisiana, US",0.043709254,0.000783168,5.8,12.2,6.4
"Polk, Florida, US",0.043693439,0.001007206,3.7,7.3,3.6
"Beaufort, North Carolina, US",0.043665149,0.0012342,4.9,5.7,0.8
"Isabella, Michigan, US",0.043636936,0.000486604,4.1,3.6,-0.5
"Laurens, South Carolina, US",0.043634155,0.001066777,3.1,4.3,1.2
"Baylor, Texas, US",0.043602166,0.001424907,2.5,3.4,0.9
"Hyde, North Carolina, US",0.043548714,0.001012761,14.4,6.4,-8
"Guam, US",0.04353068,0.000724598,NA,NA,#VALUE!
"Gallatin, Kentucky, US",0.043522381,0.001014771,4.4,6.7,2.3
"Delaware, Ohio, US",0.043518169,0.000239032,3.6,3.5,-0.1
"Robertson, Texas, US",0.043457889,0.000527117,3.8,5.7,1.9
"Allen, Kentucky, US",0.043396669,0.00070373,4.5,5.6,1.1
"Clinton, Michigan, US",0.043356995,0.000389472,3,3.1,0.1
"Caswell, North Carolina, US",0.043310918,0.00035392,4.7,6.4,1.7
"Lancaster, South Carolina, US",0.043270212,0.000744807,3.5,4.7,1.2
"Scotland, Missouri, US",0.043247654,0.000407997,3.8,1.7,-2.1
"Matagorda, Texas, US",0.043227902,0.001746582,6.7,9.5,2.8
"Allegan, Michigan, US",0.043207629,0.000389563,3.4,3.4,0
"Saluda, South Carolina, US",0.043129976,0.00131881,2.7,2.7,0
"Hartford, Connecticut, US",0.043126766,0.001913157,4.4,6.1,1.7
"Dade, Missouri, US",0.04311599,0.001058061,4.1,2.5,-1.6
"Woodruff, Arkansas, US",0.043037975,0.000158228,6,5.9,-0.1
"Russell, Alabama, US",0.043028933,0.000103518,3.2,4.7,1.5
"Midland, Michigan, US",0.043027563,0.00040887,4.3,3.7,-0.6
"Sierra, New Mexico, US",0.042998795,0.001482717,7.6,9.3,1.7
"Huron, Michigan, US",0.042994093,0.000936058,5.6,3.2,-2.4
"Santa Fe, New Mexico, US",0.042990729,0.000352492,4,7.7,3.7
"Carroll, Kentucky, US",0.042987489,0.000564387,4.8,6.2,1.4
"Tuscola, Michigan, US",0.042970619,0.001435544,6,4.1,-1.9
"Charlottesville, Virginia, US",0.04294842,0.000655863,2.5,4.7,2.2
"Rockcastle, Kentucky, US",0.04294699,0.000419287,5.4,7.5,2.1
"Jessamine, Kentucky, US",0.0429271,0.000720687,3.9,6.3,2.4
"Martin, Florida, US",0.042913043,0.001167702,3.1,4.3,1.2
"Pickens, Georgia, US",0.042895278,0.0005523,3,3,0
"Newton, Georgia, US",0.042883734,0.001002291,3.7,5,1.3
"Custer, Idaho, US",0.042873696,0.000463499,5.7,4.7,-1
"Harrison, Mississippi, US",0.042844098,0.000610342,5,7.3,2.3
"Nassau, Florida, US",0.042798307,0.00071086,3,4.1,1.1
"Montgomery, Kentucky, US",0.042795752,0.000426182,6.2,7.8,1.6
"Cochise, Arizona, US",0.042780451,0.000786201,5.8,6.6,0.8
"Pike, Ohio, US",0.042776898,0.000180037,8.3,5.7,-2.6
"Kenton, Kentucky, US",0.042772967,0.00037725,4,6.2,2.2
"Montgomery, Tennessee, US",0.042766983,0.000488055,4.1,7.7,3.6
"Jackson, Michigan, US",0.042760709,0.000813829,3.9,4.6,0.7
"Lehigh, Pennsylvania, US",0.042751775,0.001161601,4.9,7.2,2.3
"Juniata, Pennsylvania, US",0.042725033,0.001211485,5.5,4.4,-1.1
"Logan, Oklahoma, US",0.042719377,0.000104143,2.9,5.1,2.2
"Dooly, Georgia, US",0.042718447,0.001792382,3.8,5.5,1.7
"Clarion, Pennsylvania, US",0.042718144,0.000546334,6.9,5.2,-1.7
"Hoke, North Carolina, US",0.042709201,0.000615563,5.3,7.7,2.4
"Mercer, Pennsylvania, US",0.042696301,0.000721962,6,7.7,1.7
"Wayne, Ohio, US",0.042692939,0.001097572,4.1,3.6,-0.5
"Grayson, Kentucky, US",0.042683619,0.000946002,5.7,7.9,2.2
"San Joaquin, California, US",0.042671502,0.000701963,6.7,10,3.3
"McDowell, West Virginia, US",0.042669088,0.000170222,11.3,10.2,-1.1
"Spalding, Georgia, US",0.042666747,0.001349265,4,5.5,1.5
"Casey, Kentucky, US",0.042638777,0.0012377,4.7,5.9,1.2
"Golden Valley, Montana, US",0.042630938,0,4.9,3.5,-1.4
"Meriwether, Georgia, US",0.042613502,0.000897624,4.1,5.8,1.7
"Beauregard, Louisiana, US",0.042590074,0.00133344,6.4,7,0.6
"Cumberland, New Jersey, US",0.042587626,0.001297425,7.3,8,0.7
"DeKalb, Georgia, US",0.042580176,0.000650602,3.4,5.7,2.3
"Lee, Texas, US",0.042577876,0.001218168,2.8,4.2,1.4
"Beaufort, South Carolina, US",0.042571907,0.000504888,2.6,3.2,0.6
"Clay, Florida, US",0.042544652,0.000770803,3.1,4.1,1
"Heard, Georgia, US",0.042438983,0.000670972,3.6,4,0.4
"Westmoreland, Pennsylvania, US",0.042424885,0.000871312,5.6,6.4,0.8
"Union, New Mexico, US",0.042374969,0.001724563,4.3,5.3,1
"St. Clair, Missouri, US",0.042353943,0.000425668,5.7,3.8,-1.9
"De Baca, New Mexico, US",0.042334096,0,4.5,4.7,0.2
"Dorchester, South Carolina, US",0.04232567,0.000724776,2.5,3.9,1.4
"Brown, Ohio, US",0.042319027,0.00020722,6.7,5.1,-1.6
"Hancock, Kentucky, US",0.04230681,0.001031873,3.9,5.7,1.8
"Amador, California, US",0.042287181,0.000503119,4.7,7.7,3
"Rowan, Kentucky, US",0.042273099,8.18E-05,6,7.5,1.5
"Pushmataha, Oklahoma, US",0.042267484,0.000540735,5.5,6.8,1.3
"Freestone, Texas, US",0.042247806,0.001014353,5.5,7.8,2.3
"Haskell, Texas, US",0.042241075,0.000883704,3.6,5,1.4
"Clayton, Georgia, US",0.0422301,0.000725391,4.2,7.9,3.7
"Henry, Kentucky, US",0.042229939,0.000186035,4.1,5.1,1
"Hickory, Missouri, US",0.042225482,0.000628667,5.7,3.1,-2.6
"Stonewall, Texas, US",0.042222222,0.002222222,3.2,5.1,1.9
"Grant, Arkansas, US",0.042211881,0.000547495,3.9,4.8,0.9
"Luzerne, Pennsylvania, US",0.042209459,0.00117511,6.7,8.4,1.7
"McCreary, Kentucky, US",0.042191399,5.80E-05,7.3,7.8,0.5
"Grayson, Virginia, US",0.042186495,0.001414791,3.4,3.7,0.3
"Keya Paha, Nebraska, US",0.042183623,0,2.2,1,-1.2
"Roberts, Texas, US",0.042154567,0.00117096,2.9,4.9,2
"Cimarron, Oklahoma, US",0.042115115,0,1.6,2,0.4
"Muscogee, Georgia, US",0.042105747,0.001031828,4.4,5.7,1.3
"Wagoner, Oklahoma, US",0.042096717,0.000504373,3.2,5.9,2.7
"Kalamazoo, Michigan, US",0.042049905,0.00078471,3.2,4,0.8
"Pulaski, Kentucky, US",0.042044353,0.000307792,5.2,7.3,2.1
"Bryan, Georgia, US",0.042042042,0.000454236,3.1,3.4,0.3
"Carroll, Virginia, US",0.042026115,0.001040583,4,4.7,0.7
"Osage, Kansas, US",0.042008903,0.000376199,4.2,4.2,0
"Summit, Ohio, US",0.0419879,0.000855802,5.3,5.6,0.3
"Northampton, Pennsylvania, US",0.041986996,0.001189053,5.1,6.5,1.4
"Monmouth, New Jersey, US",0.041986441,0.001530394,3.9,6.8,2.9
"Bates, Missouri, US",0.041986149,0.000556517,4.8,3.3,-1.5
"Lynchburg, Virginia, US",0.041950638,0.000511148,3.9,6,2.1
"Linn, Kansas, US",0.04194579,0.000206122,6.7,5.3,-1.4
"Medina, Ohio, US",0.041909138,0.000417255,4,4,0
"Mason, Texas, US",0.041881142,0.000467946,3.6,5.5,1.9
"Prince George, Virginia, US",0.041822022,0.000182515,3.6,5.6,2
"Glenn, California, US",0.041770859,0.000422639,7.3,6.3,-1
"Mohave, Arizona, US",0.041742663,0.001352619,5.9,9.1,3.2
"Callahan, Texas, US",0.041741376,0.000717206,3.4,4.9,1.5
"Jackson, North Carolina, US",0.041740635,0.000227593,4.5,5.1,0.6
"Wise, Virginia, US",0.041730198,0.001417757,5.2,6,0.8
"Northumberland, Pennsylvania, US",0.041698315,0.001904384,7,6.8,-0.2
"Chaffee, Colorado, US",0.041658479,0.001080762,2.8,5.1,2.3
"Mills, Texas, US",0.041658116,0.001641699,3.3,4.1,0.8
"Shackelford, Texas, US",0.041653905,0,2.7,5.2,
"Gladwin, Michigan, US",0.041651931,0.000707297,7,4.8,-2.2
"Lanier, Georgia, US",0.041638684,0.000959417,4.1,3.5,-0.6
"Oconee, Georgia, US",0.041633565,0.00091857,2.5,2.2,-0.3
"Baltimore, Maryland, US",0.041585989,0.001000761,3.6,7.6,4
"Carson, Texas, US",0.041511981,0.000674992,2.9,3.8,0.9
"Watauga, North Carolina, US",0.041511651,0.000142407,3.4,4.1,0.7
"Liberty, Montana, US",0.041506205,0.000427899,3.3,2.3,-1
"Talbot, Georgia, US",0.041485069,0.001291364,3.9,4.8,0.9
"Rockingham, North Carolina, US",0.041478958,0.000252719,4.7,6.8,2.1
"Lancaster, Pennsylvania, US",0.041440362,0.001137938,4,5.1,1.1
"Chatham, Georgia, US",0.041395156,0.000767025,3.4,5.2,1.8
"Washington, Indiana, US",0.041375375,0.000392353,3.8,4.3,0.5
"Montcalm, Michigan, US",0.041369271,0.000766967,4.4,4.1,-0.3
"Prince Edward, Virginia, US",0.041356021,0.000701693,4.1,4.9,0.8
"Cooke, Texas, US",0.041350559,0.000509005,3.1,6.1,3
"Iredell, North Carolina, US",0.04134077,0.000335522,3.8,5.8,2
"McCormick, South Carolina, US",0.041318821,0.000951073,3.9,4.7,0.8
"Fannin, Texas, US",0.041307653,0.001295264,2.8,4,1.2
"Liberty, Texas, US",0.041306295,0.000861492,5.9,10.4,4.5
"Union, North Carolina, US",0.041303432,0.000358544,3.5,4.9,1.4
"Newaygo, Michigan, US",0.041302572,0.000551245,4.7,4.1,-0.6
"Spokane, Washington, US",0.041298934,0.000545144,5.6,6,0.4
"Marion, Florida, US",0.041244163,0.001170746,3.9,5.6,1.7
"Knox, Texas, US",0.04121179,0.002729258,3.9,5.7,1.8
"Bradford, Pennsylvania, US",0.041211478,0.000812294,5.6,5.6,0
"Cabarrus, North Carolina, US",0.04120525,0.000554393,3.7,5.8,2.1
"Salem, Virginia, US",0.041184143,0.000948579,3,4.2,1.2
"Pulaski, Missouri, US",0.041154219,0.000494231,4.9,3.6,-1.3
"Highlands, Florida, US",0.041121812,0.001741652,4.5,6,1.5
"Coosa, Alabama, US",0.04107662,0.000375129,3.5,4.7,1.2
"Broadwater, Montana, US",0.041045374,0.000320667,5.4,4.9,-0.5
"Morrow, Ohio, US",0.041043931,5.66E-05,5.7,4.2,-1.5
"Monroe, Ohio, US",0.041013622,0.001611249,12.3,6.5,-5.8
"Miami, Kansas, US",0.041008266,0.000204457,4,4.3,0.3
"Indiana, Pennsylvania, US",0.040988189,0.000951554,6.7,6.1,-0.6
"Athens, Ohio, US",0.040978462,9.18E-05,6.6,4.5,-2.1
"Koochiching, Minnesota, US",0.04096819,0.00057241,6.9,4.2,-2.7
"Schuylkill, Pennsylvania, US",0.040931246,0.001492653,6.1,6.9,0.8
"Colorado, Texas, US",0.040850509,0.000511795,3.4,5.3,1.9
"Houston, Texas, US",0.040839429,0.000827238,3.5,5.2,1.7
"Kimble, Texas, US",0.040811621,0.001152871,3.4,5.3,1.9
"Guernsey, Ohio, US",0.040797428,0.000385852,8,5.4,-2.6
"Cherry, Nebraska, US",0.040780454,0.000703111,2.6,1.6,-1
"Nacogdoches, Texas, US",0.04076437,0.001380283,3.9,6,2.1
"Baxter, Arkansas, US",0.040708767,0.000953925,4.7,5.2,0.5
"Davidson, North Carolina, US",0.040683973,0.000363942,4,5.8,1.8
"Shenandoah, Virginia, US",0.04065022,0.001559061,2.7,3.9,1.2
"Hays, Texas, US",0.040561968,0.000490897,2.9,5.1,2.2
"Bristol, Virginia, US",0.040508293,0.000417611,4.1,6.3,2.2
"Kanawha, West Virginia, US",0.040494262,0.000960005,4.9,6.4,1.5
"Estill, Kentucky, US",0.040479229,0,6.1,7.6,1.5
"Woodford, Kentucky, US",0.040472806,3.74E-05,3.5,5.2,1.7
"San Benito, California, US",0.040408865,0.000350274,6.2,7.5,1.3
"Elmore, Idaho, US",0.040383846,0.000290793,3.8,4.6,0.8
"Kent, Delaware, US",0.040340513,0.000796522,4.5,5.9,1.4
"Warren, Missouri, US",0.040337737,0.000168308,4.8,3.4,-1.4
"Jefferson, Ohio, US",0.040336778,0.000520475,7.6,6.6,-1
"Gloucester, New Jersey, US",0.040310524,0.00112469,4.6,6.9,2.3
"Washington, Maryland, US",0.040304802,0.000648796,4,6.8,2.8
"Monongalia, West Virginia, US",0.040298451,8.52E-05,3.6,4.1,0.5
"Garrett, Maryland, US",0.040290894,0.000792721,5.3,5.9,0.6
"Boulder, Colorado, US",0.040279464,0.000475174,2.4,5.2,2.8
"Durham, North Carolina, US",0.04027211,0.000398149,3.4,5.7,2.3
"Kings, New York, US",0.040233946,0.002959096,3.6,13.3,9.7
"Lee, Georgia, US",0.040210723,0.001100293,3.2,3.2,0
"Douglas, Missouri, US",0.040197194,0.001441031,11.3,3.8,-7.5
"Tazewell, Virginia, US",0.040177362,0.000197069,5.4,6,0.6
"Vernon, Missouri, US",0.040169236,0.000632203,4.1,3,-1.1
"Grant, Kentucky, US",0.040169133,0.000239339,4.9,7,2.1
"Holmes, Ohio, US",0.040150136,0.001091902,3.9,2.3,-1.6
